1	9.433963	8.322203	4.247213	34.645098	12.100103	12.915079
2	31.709343	28.078042	15.207202	59.959179	17.714633	17.137164
3	12.776841	13.980994	18.801245	44.205662	-4.596293	-18.365140
4	5.646054	6.510287	3.510911	30.665011	-11.981196	15.628013
5	21.405031	20.444095	28.657981	52.335643	8.200976	-22.777279
6	21.018309	28.343967	22.967849	60.198227	-27.523820	0.778595
7	34.025510	26.214087	4.549514	58.239705	33.332546	51.870462
8	12.104534	11.243083	27.425538	39.986906	9.036142	-42.023128
9	28.528080	18.630155	9.486916	50.251668	47.606679	16.966409
10	8.275953	6.321675	10.289004	30.209937	21.375743	-20.255509
11	35.343896	44.807472	9.181276	72.764941	-24.770427	56.838301
12	47.644195	42.740932	6.199829	71.378782	18.658563	66.250595
13	6.218890	5.330874	18.421292	27.657358	12.338862	-46.068130
14	13.720977	21.318030	7.193660	53.295816	-37.647771	30.784742
15	22.047718	13.365344	4.276739	43.308649	50.110639	27.680214
16	57.615161	58.412881	6.939186	80.967797	3.174998	79.553442
17	29.107370	18.898692	21.649944	50.568470	48.481199	-13.277157
18	12.641441	17.991153	28.049514	49.485376	-28.257335	-26.689351
19	75.325459	78.850176	57.965498	91.166458	-1.426343	6.961548
20	50.419098	52.936087	42.373536	77.837249	-1.649793	1.613809
21	31.247321	32.860976	26.714631	64.048182	-1.594807	0.669481
22	16.631886	17.399457	14.181813	48.759461	-0.804961	0.445431
23	7.638096	8.045443	6.804126	34.077346	-1.112632	-0.719896
24	2.931498	3.053189	2.570612	20.255665	-0.219646	-0.427440
